Salmon Recovery Region,Federal Status,Stock Numbers,Waterbody Name,Species,Run Type,Migration Year,Occupied River Miles,Abundance,Density,Comments,Local Biologist Name,Last Update
Lower Columbia River,Threatened,1525,Germany Creek,Chinook,Fall,2015,9.70,"71,349","7,356",,Trevor Johnson,03/04/2016 10:54:10 AM
Lower Columbia River,Threatened,1525,Germany Creek,Chinook,Fall,2017,,"32,341",,,"James Lamperth, Jr",10/05/2018 03:46:45 PM
Lower Columbia River,Threatened,1525,Germany Creek,Chinook,Fall,2018,,"11,275",,,"James Lamperth, Jr",03/13/2019 10:48:41 AM
Lower Columbia River,Threatened,1525,Germany Creek,Chinook,Fall,2019,,"2,512",,,"James Lamperth, Jr",11/20/2019 08:27:59 AM
Lower Columbia River,Threatened,1525,Germany Creek,Chinook,Fall,2020,,833,,,"James Lamperth, Jr",12/22/2020 03:53:22 PM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2005,12.20,"246,475","20,203",Updated by MSZ - 8/2014,Trevor Johnson,03/03/2016 10:22:47 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2006,12.20,"398,073","32,629",,Trevor Johnson,03/03/2016 10:23:10 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2007,12.20,"20,424","1,674",,Trevor Johnson,03/03/2016 10:23:27 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2008,12.20,"29,995","2,459",,Trevor Johnson,03/03/2016 10:23:40 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2009,12.20,"7,896",647,,Trevor Johnson,03/03/2016 10:23:52 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2010,12.20,"207,644","17,020",,Trevor Johnson,03/03/2016 10:24:06 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2011,12.20,"435,340","35,684",,Trevor Johnson,03/03/2016 10:24:35 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2012,12.20,"400,592","32,835",,Trevor Johnson,03/03/2016 10:24:52 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2013,12.20,"56,852","4,660",,Trevor Johnson,03/03/2016 10:25:04 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2014,12.20,"89,005","7,295",,Trevor Johnson,03/03/2016 10:25:14 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2015,12.20,"132,524","10,863",,Trevor Johnson,03/04/2016 11:00:10 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2016,,"101,662",,,Trevor Johnson,12/13/2016 03:09:40 PM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2017,,"236,730",,,"James Lamperth, Jr",10/05/2018 11:25:10 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2018,,"10,523",,,"James Lamperth, Jr",03/01/2019 11:11:48 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2019,,611,,,"James Lamperth, Jr",11/20/2019 08:58:06 AM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,1996,115.30,"23,446",203,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,1997,115.30,"134,206","1,164",,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,1998,115.30,"51,913",450,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,1999,115.30,"36,717",318,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2000,115.30,"136,920","1,188",,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2001,115.30,"156,545","1,358",,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2002,115.30,"119,673","1,038",,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2003,115.30,"254,368","2,206",,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2004,115.30,"225,164","1,953",,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2005,115.30,"123,292","1,069",,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2006,115.30,"135,498","1,175",,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2007,115.30,"98,274",852,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2008,115.30,"57,493",499,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2009,115.30,"99,326",861,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2010,115.30,"60,413",524,"Chinook in 2010-13 were a mix of spring and fall Chinook subyearlings, Abundance number adjusted by ratio of spring:fall CH females released into the UCR.",John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2011,115.30,"2,695",23,"Chinook in 2010-13 were a mix of spring and fall Chinook subyearlings, Abundance number adjusted by ratio of spring:fall CH females released into the UCR.",John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2012,115.30,"73,082",634,"Chinook in 2010-13 were a mix of spring and fall Chinook subyearlings, Abundance number adjusted by ratio of spring:fall CH females released into the UCR.",John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2013,115.30,"144,458","1,253","Chinook in 2010-13 were a mix of spring and fall Chinook subyearlings, Abundance number adjusted by ratio of spring:fall CH females released into the UCR.",John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2005,28.50,"52,126","1,829",,"James Lamperth, Jr",10/05/2016 09:51:03 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2006,28.50,"71,779","2,519",Biased low. Migrants were still leaving the basin when the trap was pulled.,"James Lamperth, Jr",10/06/2016 10:48:30 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2007,28.50,"194,366","6,820",Previous numbers were incorrect - updated by MSZ 8/2014,"James Lamperth, Jr",10/06/2016 10:51:37 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2008,28.50,"102,910","3,611",Previous numbers were incorrect - updated by MSZ 8/2014,"James Lamperth, Jr",10/06/2016 10:54:03 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2009,28.50,,,Did not operate trap due to funding and staffing,"James Lamperth, Jr",03/03/2016 08:24:15 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2010,28.50,"450,405","15,804",Previous numbers were incorrect - updated by MSZ 8/2014,"James Lamperth, Jr",10/06/2016 11:24:36 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2011,28.50,"308,944","10,840",Previous numbers were incorrect - updated by MSZ 8/2014,"James Lamperth, Jr",10/06/2016 11:25:29 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2012,28.50,"245,008","8,597",,"James Lamperth, Jr",10/05/2016 09:44:56 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2013,28.50,"138,272","4,852",,"James Lamperth, Jr",10/05/2016 09:45:12 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2014,28.50,"2,197,157","77,093",,"James Lamperth, Jr",10/05/2016 09:46:34 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2015,,"41,998",,,,10/05/2016 09:46:55 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2016,,"45,023",,"Parr, Transitional and Smolt life stages combined.","James Lamperth, Jr",12/20/2016 12:59:26 PM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2017,,"308,421",,,"James Lamperth, Jr",05/15/2019 11:17:41 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2018,,"233,977",,"Website won't accept strata Coefficient of Variation values over 1, so those omitted.",Jeremy Wilson,11/21/2018 12:06:40 PM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2002,0.14,,,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/  Removed old total Qty of 8483 per the above publication",Todd Hillson,08/24/2017 10:52:26 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2003,0.14,"25,478","181,986","Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:50:13 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2004,0.14,"45,450","324,643","Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:35:53 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2005,0.14,"27,814","198,671","Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:35:13 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2006,0.14,"31,213","222,950","Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:34:04 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2007,0.14,"29,707","212,193","Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:33:26 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2008,0.14,"25,659","183,279","Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:32:51 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2009,0.14,"27,569","196,921","Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:32:15 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2010,0.14,"32,161","229,721","Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:31:30 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2011,0.14,"29,657","211,836","Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:30:39 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2012,0.14,"61,519","439,421","Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:29:30 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2013,0.14,"36,160","258,286","Table 54, Page 78 http://wdfw.wa.gov/publications/01912/  ",Todd Hillson,08/24/2017 10:28:25 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2014,,"34,514",,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:22:34 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2015,,"48,213",,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:21:18 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2016,,"65,557",,,,08/24/2017 10:09:36 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2017,,,,Smolt trapping completed for this species/lifestage/ageclass in this year but population estimate may not be reliable—see report,Todd Hillson,02/23/2018 12:46:21 PM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2019,,"56,775",,The days/strata periods when there is no Variance count recorded (the upper and lower CI are the same) as the estimate were census count days- see the protocol ,Brad (Alan) Garner,12/04/2019 02:57:43 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2001,0.13,"118,016","907,815","USFWS analysis:  Hoffman, Thomas, ''Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations'', Project No. 2000-01200, 17 electronic pages, (BPA Report DOE/BP- 00004669-1)",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2002,0.13,"561,462","4,318,938","USFWS analysis:  Uusitalo, Nancy, ''Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations'', Project No. 2000-01200, 12 electronic pages, (BPA Report DOE/BP- 00004669-2)",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2003,0.13,"485,813","3,737,023","USFWS analysis:  Lohr, Samuel, Jennifer Poirer, Robert Horal, ""Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations"", 2002-2003 Annual Report, Project No. 200001200, 17 electronic pages, (BPA Report DOE/BP-00004669-3)",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2004,0.13,"396,413","3,049,331","USFWS analysis:  Lohr, Samuel, Jennifer Poirer, Robert Horal, ""Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations"", 2003-2004 Annual Report, Project No. 200001200, 31 electronic pages, (BPA Report DOE/BP-00019727-1)",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2005,0.13,"164,092","1,262,246","USFWS analysis:  Poirer, Jennifer, Samuel Lohr, Robert Horal, Scott Gainer, Ryan Sollee, ""Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations"", 2005-2006 Annual Report, Project No. 200001200, 33 electronic pages, (BPA Report DOE/BP-0001",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2006,0.13,"103,979","799,838","USFWS analysis:  Jeffry Johnson, Poirer, Jennifer, Tim Whitesel ""Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations"", 2005-2006 Annual Report, Project No. 200001200 http://pisces.bpa.gov/release/documents/documentviewer.aspx?doc=P10524",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2007,0.13,,,USFWS analysis: no report generated,Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2008,0.13,,,Not monitored,Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2009,0.13,,,Not monitored,Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2010,0.13,,,Not monitored,Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,1998,32.60,"38,354","1,177",,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,1999,32.60,"27,987",858,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2000,32.60,"20,282",622,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2001,32.60,"24,138",740,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2002,32.60,"35,001","1,074",,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2003,32.60,"33,145","1,017",,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2004,32.60,"37,947","1,164",,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2005,32.60,"59,721","1,832",,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2006,32.60,"47,311","1,451",,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2007,32.60,"34,386","1,055",,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2008,32.60,,,No Trapping,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2009,32.60,"69,393","2,129",Data analysis not complete,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2010,32.60,"54,231","1,664",,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2011,32.60,"56,791","1,742",,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2012,32.60,"44,047","1,351",Prelim estimate - MSZ 8/2014,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2013,32.60,"52,656","1,615",Prelim estimate - MSZ 8/2014,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2001,33.20,"6,698",202,Updated by MSZ - 8/2014 Updated with Strata TDW - 1/2016,Trevor Johnson,09/16/2016 04:20:52 PM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2002,33.20,"4,720",142,Updated by MSZ - 8/2014,Trevor Johnson,09/16/2016 04:18:35 PM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2003,33.20,"9,626",290,Updated by MSZ - 8/2014,Trevor Johnson,09/16/2016 04:16:47 PM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2004,33.20,"6,448",194,Updated by MSZ - 8/2014,Trevor Johnson,09/16/2016 04:13:36 PM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2005,33.20,"11,764",354,Updated by MSZ - 8/2014,Trevor Johnson,03/03/2016 08:51:13 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2006,33.20,"5,175",156,,Trevor Johnson,03/03/2016 08:51:26 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2007,33.20,"5,202",157,,Trevor Johnson,03/03/2016 08:51:38 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2008,33.20,"5,700",172,,Trevor Johnson,03/03/2016 08:54:17 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2009,33.20,"4,020",121,,Trevor Johnson,03/03/2016 08:54:33 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2010,33.20,"4,455",134,,Trevor Johnson,03/03/2016 08:54:47 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2011,33.20,"11,739",354,,Trevor Johnson,03/03/2016 08:55:02 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2012,33.20,"8,107",244,,Trevor Johnson,03/03/2016 08:55:20 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2013,33.20,"3,321",100,,Trevor Johnson,03/03/2016 08:55:34 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2014,33.20,"7,274",219,,Trevor Johnson,03/03/2016 08:55:47 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2020,,"10,787",,,"James Lamperth, Jr",12/18/2020 01:15:26 PM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,NA,2015,33.20,"5,796",175,,Trevor Johnson,11/20/2019 09:45:09 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,NA,2016,,"4,590",,,Trevor Johnson,11/20/2019 09:46:22 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,NA,2017,,"4,642",,,"James Lamperth, Jr",11/20/2019 09:46:48 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,NA,2018,,"12,896",,,"James Lamperth, Jr",11/20/2019 09:27:58 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,NA,2019,,"11,696",,,"James Lamperth, Jr",11/20/2019 09:28:11 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2001,14.00,"8,157",583,Updated by MSZ - 8/2014,Trevor Johnson,03/03/2016 10:15:46 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2002,14.00,"4,262",304,Updated by MSZ - 8/2014,Trevor Johnson,09/19/2016 12:13:42 PM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2003,14.00,"5,775",413,Updated by MSZ - 8/2014,Trevor Johnson,09/19/2016 12:09:24 PM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2004,14.00,"5,062",362,Updated by MSZ - 8/2014,Trevor Johnson,09/19/2016 12:06:03 PM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2005,14.00,"5,033",360,Updated by MSZ - 8/2014,Trevor Johnson,03/03/2016 10:16:41 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2006,14.00,"2,467",176,,Trevor Johnson,03/03/2016 10:16:56 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2007,14.00,"2,714",194,,Trevor Johnson,03/03/2016 10:17:10 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2008,14.00,"3,825",273,,Trevor Johnson,03/03/2016 10:17:25 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2009,14.00,"2,636",188,,Trevor Johnson,03/03/2016 10:17:41 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2010,14.00,"1,132",81,,Trevor Johnson,03/03/2016 10:18:40 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2011,14.00,"6,744",482,,Trevor Johnson,03/03/2016 10:18:56 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2012,14.00,"5,351",382,,Trevor Johnson,03/03/2016 10:19:10 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2013,14.00,"2,261",162,,Trevor Johnson,03/03/2016 10:19:25 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2014,14.00,"8,323",595,,Trevor Johnson,03/03/2016 10:19:38 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2015,14.00,"3,779",270,,Trevor Johnson,11/20/2019 09:35:44 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2020,,"5,527",,,"James Lamperth, Jr",12/22/2020 04:21:25 PM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2001,30.80,"6,324",205,Updated by MSZ - 8/2014 Strata Updated- 1/2016,Trevor Johnson,11/20/2019 09:39:25 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2002,30.80,"8,337",271,Updated by MSZ - 8/2014,Trevor Johnson,11/20/2019 09:40:02 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2003,30.80,"10,514",341,Updated by MSZ - 8/2014 Strata added by TDW 1/2016 ,Trevor Johnson,11/20/2019 09:40:12 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2004,30.80,"5,677",184,Updated by MSZ - 8/2014,Trevor Johnson,11/20/2019 09:38:32 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2005,30.80,"15,170",493,Updated by MSZ - 8/2014,Trevor Johnson,11/20/2019 09:39:40 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2006,30.80,"7,894",256,,Trevor Johnson,11/20/2019 09:40:34 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2007,30.80,"12,260",398,,Trevor Johnson,11/20/2019 09:41:04 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2008,30.80,"10,931",355,,Trevor Johnson,11/20/2019 09:41:22 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2009,30.80,"7,023",228,,Trevor Johnson,11/20/2019 09:41:40 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2010,30.80,"13,593",441,,Trevor Johnson,11/20/2019 09:41:56 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2011,30.80,"11,425",371,,Trevor Johnson,11/20/2019 09:42:15 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2012,30.80,"8,918",290,,Trevor Johnson,11/20/2019 09:42:35 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2013,30.80,"12,581",408,,Trevor Johnson,11/20/2019 09:43:03 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2014,30.80,"8,671",282,,Trevor Johnson,11/20/2019 09:43:20 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2015,30.80,"12,168",395,,Trevor Johnson,11/20/2019 09:43:58 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2016,,"9,898",,,Trevor Johnson,11/20/2019 09:44:15 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2017,,"5,860",,,"James Lamperth, Jr",11/20/2019 09:19:42 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2018,,"10,997",,,"James Lamperth, Jr",11/20/2019 09:26:54 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2019,,"9,036",,,"James Lamperth, Jr",11/20/2019 09:27:07 AM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,1996,256.00,"7,148",28,,John Serl,03/08/2016 02:37:50 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,1997,256.00,"17,490",68,"For Cowlitz Falls, abundance is total estimated emigration, a portion was caught and transported to the lower Cowlitz River and a portion were lost to anadromy in Riffe Lake.",John Serl,03/08/2016 02:38:06 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,1998,256.00,"196,520",768,,John Serl,03/08/2016 02:38:16 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,1999,256.00,"88,788",347,,John Serl,03/08/2016 02:38:26 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2000,256.00,"236,960",926,,John Serl,03/08/2016 02:38:37 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2001,256.00,"796,948","3,113",,John Serl,03/08/2016 02:38:48 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2002,256.00,"168,281",657,,John Serl,03/08/2016 02:38:59 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2003,256.00,"400,762","1,565",,John Serl,03/08/2016 02:39:14 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2004,256.00,"308,079","1,203",,John Serl,03/08/2016 02:39:24 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2005,256.00,"710,889","2,777",,John Serl,03/08/2016 02:39:33 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2006,256.00,"291,090","1,137",,John Serl,03/08/2016 02:39:44 PM
